5e5c2320b22c133f86923d14,3.70
6155179d24f54c4bcca3c313,2.61
662fbb8321837cccce72a3c1,1.48
6458aa7c21b50bc79ab998f1,0.74
5c53c9f9ea00280001fd06a3,1.85
67422490af05a6a97111c3aa,2.56
665cf29b0d549ea90471ff33,2.22
6096ee4ed5f41e6e17598ec9,0.44
601cd4412f08d97ea9a2cec8,0.56
651abffdad473f8f07e8a2e3,0.74
67cf114d88ac6082ae5c17bd,1.85
61082ddbd1479af6c6eb556c,3.33
60edaf90d8aa718a66510d04,1.48
67496dea4b9483e93cf9d117,5.92
6714d7f42c208253099ac9d9,1.85
6575c4ac15456e65f906ddaa,1.11
62a7c4d5266dfb89bf94fec8,1.85
5f4cd10836de2f02dbab436c,2.58
607f6a7609a5a14e4ba43e30,2.44
5fd0428072eedf0aad62ca5a,1.92
5a8e54c9f49c9a0001f3dc3f,1.66
63b5eb0ec316229203f1ddae,1.85
63bcd20b9243bdde72acc64a,3.70
668c85c9f955972065292902,2.04
61003f8c551ff3b95bc0ecba,4.26
64480435f0fd571589cf1e31,4.44
6640d0ae532fbc1394f8c1dd,1.11
673ccb0691efe91cd015dcf7,2.59
57dd1a741334540001170404,2.22
56f87acf3592c7000b04d721,2.22
60e5caad22e3f82821cf5d15,3.70
6688090f82813cfbe67afe2c,3.70
6110e96d5defddb4f3774be2,2.15
67acb9892d24db4d61a856f5,4.44
5be11cb6292b64000169b731,1.85
66ede73c8d20c24c8a01946b,1.48
5ebe015ae70ab70008895dbd,1.11
671d33692f7f87f936ad440c,1.85
664a18b5f260b77527f56627,3.88
6637b21240220c2517fffa1a,3.14
663a6f6b68c96cd39939b531,2.22
6426e75f1f396b81b0385a05,1.85
65cb6d799d023df9be06bfb6,2.59
57d37b8f677a440001b9f0c8,1.11
66ff640a56541edb84433523,2.87
656e869db80bfe735d12412f,1.48
66d8c2c523d09f6fb9a8de07,3.70
66e61c17a5158df0f02a1d8c,2.22
672863cc86b78d6b21b5808f,1.85
5bcbaa10b9ce3200017738ee,1.48
667afa9d6a0914703001c2f0,1.85
672481b0bbb0b0eea303c17c,4.26
665f267c82361fbb9f0bc2d9,1.11
6679c3a62d9db76da6ada94e,2.22
633af05da0499598ca6a9834,4.44
5fa4c21a04bc5912180291bc,2.59
6643fed25c5bac6cc2c0d290,1.48
678eaca3116e9963da39d542,1.85
60ba366b3792b3b40b6716bc,1.48
6644fd6f64ae08e1ffa4e3e4,0.89
65f0e572d1ca00e646860bff,1.48
674f4c0db6ecc63070c44d6d,2.55
665b9bf6809e2b2dfbc489d5,1.11
66aa008ec974fb6516238395,3.88
66553eb5f10b5700001d20de,2.22
5a776b5aae9a0b0001a9631d,2.07
663a8a591f436a85bb4d90c2,1.11
65ca7ce3db12aa7ea5156a0c,3.88
6728bb0dd3d8b9b381868e77,3.43
65d942ce4ea2fe978c283416,3.33
580a34af5773b50001aab166,1.29
654e20c7db82288d74898c8f,1.85
67845c1c93e8987b4ffd5bd9,0.74
63e5b3e89a3823139cb9d35e,1.11
644a53ac09de69785b70ec16,1.04
6455884a3cad8cc5fcd612ff,1.48
5a50f10eeedc32000141fccd,1.85
64514dd03f467fe3cf0cf364,1.92
65cf6bcf11dca2196c5f9156,4.26
6629ae8bf0e664a12e61025d,3.33
583ec287ad2f4300014b355a,2.58
5d41fdd8ca81250001493117,0.74
66a15b542b4ffb8f7fdd15a7,2.40
675bbc677f1e7c1d82e42a73,3.14
6342679e9890a58b5f8d2965,4.26
61135e33e39a6ce8cdf0ce6c,3.70
673188f2decdb1f3f5c5a913,2.22
5d815ba661013f00170a8def,3.70
6645755c72f71662e832dfb8,2.59
